UniProt ID,Gene,Protein name,
Q9P0P8,MTRES1,Mitochondrial transcription rescue factor 1,
Q9P0V8,SLAMF8,SLAM family member 8,
Q9P0V9,SEPTIN10,Septin-10,
Q9P0W8,SPATA7,Spermatogenesis-associated protein 7,
Q9P109,GCNT4,Beta-1,
Q9P126,CLEC1B,C-type lectin domain family 1 member B,
Q9P1Q0,VPS54,Vacuolar protein sorting-associated protein 54,
Q9P1V8,SAMD15,Sterile alpha motif domain-containing protein 15,
Q9P1W8,SIRPG,Signal-regulatory protein gamma,
Q9P1Z2,CALCOCO1,Calcium-binding and coiled-coil domain-containing protein 1,
Q9P202,WHRN,Whirlin,
Q9P203,BTBD7,BTB/POZ domain-containing protein 7,
Q9P232,CNTN3,Contactin-3,
Q9P243,ZFAT,Zinc finger protein ZFAT,
Q9P244,LRFN1,Leucine-rich repeat and fibronectin type III domain-containing protein 1,
Q9P260,RELCH,RAB11-binding protein RELCH,
Q9P265,DIP2B,Disco-interacting protein 2 homolog B,
Q9P266,JCAD,Junctional cadherin 5-associated protein,
Q9P272,TRMT9B,Probable tRNA methyltransferase 9B,
Q9P275,USP36,Ubiquitin carboxyl-terminal hydrolase 36,
Q9P289,STK26,Serine/threonine-protein kinase 26,
Q9P2B4,CTTNBP2NL,CTTNBP2 N-terminal-like protein,
Q9P2B7,CFAP97,Cilia- and flagella-associated protein 97,
Q9P2D7,DNAH1,Dynein axonemal heavy chain 1,
Q9P2D8,UNC79,Protein unc-79 homolog,
Q9P2E3,ZNFX1,NFX1-type zinc finger-containing protein 1,
Q9P2E7,PCDH10,Protocadherin-10,
Q9P2F5,STOX2,Storkhead-box protein 2,
Q9P2F6,ARHGAP20,Rho GTPase-activating protein 20,
Q9P2G1,ANKIB1,Ankyrin repeat and IBR domain-containing protein 1,
Q9P2G4,MAP10,Microtubule-associated protein 10,
Q9P2I0,CPSF2,Cleavage and polyadenylation specificity factor subunit 2,
Q9P2J2,IGSF9,Protein turtle homolog A,
Q9P2M1,LRP2BP,LRP2-binding protein,
Q9P2M7,CGN,Cingulin,
Q9P2N5,RBM27,RNA-binding protein 27,
Q9P2P5,HECW2,E3 ubiquitin-protein ligase HECW2,
Q9P2P6,STARD9,StAR-related lipid transfer protein 9,
Q9P2R7,SUCLA2,Succinate--CoA ligase [ADP-forming] subunit beta,
Q9P2T1,GMPR2,GMP reductase 2,
Q9P2W1,PSMC3IP,Homologous-pairing protein 2 homolog,
Q9P2X3,IMPACT,Protein IMPACT,
Q9P2Z0,THAP10,THAP domain-containing protein 10,
Q9UBB4,ATXN10,Ataxin-10,
Q9UBC9,SPRR3,Small proline-rich protein 3,
Q9UBD0,HSFX1,,
Q9UBF1,MAGEC2,Melanoma-associated antigen C2,
Q9UBG3,CRNN,Cornulin,
Q9UBH6,XPR1,Solute carrier family 53 member 1,
Q9UBI9,HECA,Headcase protein homolog,
Q9UBL0,ARPP21,cAMP-regulated phosphoprotein 21,
Q9UBM4,OPTC,Opticin,
Q9UBN4,TRPC4,Short transient receptor potential channel 4,
Q9UBN7,HDAC6,Histone deacetylase 6,
Q9UBP0,SPAST,Spastin,
Q9UBP4,DKK3,Dickkopf-related protein 3,
Q9UBP5,HEY2,Hairy/enhancer-of-split related with YRPW motif protein 2,
Q9UBQ7,GRHPR,Glyoxylate reductase/hydroxypyruvate reductase,
Q9UBR1,UPB1,Beta-ureidopropionase,
Q9UBR2,CTSZ,Cathepsin Z,
Q9UBT3,DKK4,Dickkopf-related protein 4,
Q9UBU3,GHRL,Appetite-regulating hormone,
Q9UBU8,MORF4L1,Mortality factor 4-like protein 1,
Q9UBV2,SEL1L,Protein sel-1 homolog 1,
Q9UBV4,WNT16,Protein Wnt-16,
Q9UBW5,BIN2,Bridging integrator 2,
Q9UBX1,CTSF,Cathepsin F,
Q9UBX7,KLK11,Kallikrein-11,
Q9UBZ4,APEX2,DNA-(apurinic or apyrimidinic site) endonuclease 2,
Q9UD71,PPP1R1B,Protein phosphatase 1 regulatory subunit 1B,
Q9UDT6,CLIP2,CAP-Gly domain-containing linker protein 2,
Q9UDV7,ZNF282,Zinc finger protein 282,
Q9UDY4,DNAJB4,DnaJ homolog subfamily B member 4,
Q9UEE5,STK17A,Serine/threonine-protein kinase 17A,
Q9UEE9,CFDP1,Craniofacial development protein 1,
Q9UEW3,MARCO,Macrophage receptor MARCO,
Q9UEW8,STK39,STE20/SPS1-related proline-alanine-rich protein kinase,
Q9UFH2,DNAH17,Dynein axonemal heavy chain 17,
Q9UFP1,GASK1A,Golgi-associated kinase 1A,
Q9UG01,IFT172,Intraflagellar transport protein 172 homolog,
Q9UG22,GIMAP2,GTPase IMAP family member 2,
Q9UG63,ABCF2,ATP-binding cassette sub-family F member 2,
Q9UGB7,MIOX,Inositol oxygenase,
Q9UGI0,ZRANB1,Ubiquitin thioesterase ZRANB1,
Q9UGI8,TES,Testin,
Q9UGI9,PRKAG3,5'-AMP-activated protein kinase subunit gamma-3,
Q9UGK3,STAP2,Signal-transducing adaptor protein 2,
Q9UGM5,FETUB,Fetuin-B,
Q9UGN4,CD300A,CMRF35-like molecule 8,
Q9UGP4,LIMD1,LIM domain-containing protein 1,
Q9UGT4,SUSD2,Sushi domain-containing protein 2,
Q9UH03,SEPTIN3,Neuronal-specific septin-3,
Q9UH65,SWAP70,Switch-associated protein 70,
Q9UH90,FBXO40,F-box only protein 40,
Q9UHA7,IL36A,Interleukin-36 alpha,
Q9UHB4,NDOR1,NADPH-dependent diflavin oxidoreductase 1,
Q9UHC6,CNTNAP2,Contactin-associated protein-like 2,
Q9UHD0,IL19,Interleukin-19,
Q9UHD8,SEPTIN9,Septin-9,
Q9UHE8,STEAP1,STEAP1 protein,
Q9UHF1,EGFL7,Epidermal growth factor-like protein 7,
Q9UHF4,IL20RA,Interleukin-20 receptor subunit alpha,
Q9UHF7,TRPS1,Zinc finger transcription factor Trps1,
Q9UHI6,DDX20,Probable ATP-dependent RNA helicase DDX20,
Q9UHI8,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,
Q9UHJ6,SHPK,Sedoheptulokinase,
Q9UHL0,DDX25,ATP-dependent RNA helicase DDX25,
Q9UHL3,FAM153A,Protein FAM153A,
Q9UHL4,DPP7,Dipeptidyl peptidase 2,
Q9UHL9,GTF2IRD1,General transcription factor II-I repeat domain-containing protein 1,
Q9UHN6,CEMIP2,Inactive cell surface hyaluronidase CEMIP2,
Q9UHP3,USP25,Ubiquitin carboxyl-terminal hydrolase 25,
Q9UHV2,SERTAD1,SERTA domain-containing protein 1,
Q9UHV9,PFDN2,Prefoldin subunit 2,
Q9UHX3,ADGRE2,Adhesion G protein-coupled receptor E2,
Q9UHY7,ENOPH1,Enolase-phosphatase E1,
Q9UHY8,FEZ2,Fasciculation and elongation protein zeta-2,
Q9UI08,EVL,Ena/VASP-like protein,
Q9UI10,EIF2B4,Translation initiation factor eIF2B subunit delta,
Q9UI15,TAGLN3,Transgelin-3,
Q9UI42,CPA4,Carboxypeptidase A4,
Q9UI47,CTNNA3,Catenin alpha-3,
Q9UIB8,CD84,SLAM family member 5,
Q9UIF9,BAZ2A,Bromodomain adjacent to zinc finger domain protein 2A,
Q9UIH9,KLF15,Krueppel-like factor 15,
Q9UII2,ATP5IF1,ATPase inhibitor,
Q9UIK4,DAPK2,Death-associated protein kinase 2,
Q9UIM3,FKBPL,FK506-binding protein-like,
Q9UIW0,VAX2,Ventral anterior homeobox 2,
Q9UJ68,MSRA,Mitochondrial peptide methionine sulfoxide reductase,
Q9UJ70,NAGK,N-acetyl-D-glucosamine kinase,
Q9UJ71,CD207,C-type lectin domain family 4 member K,
Q9UJ72,ANXA10,Annexin A10,
Q9UJ98,STAG3,Cohesin subunit SA-3,
Q9UJA9,ENPP5,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,
Q9UJC3,HOOK1,Protein Hook homolog 1,
Q9UJC5,SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,
Q9UJG1,MOSPD1,Motile sperm domain-containing protein 1,
Q9UJK0,TSR3,18S rRNA aminocarboxypropyltransferase,
Q9UJM3,ERRFI1,ERBB receptor feedback inhibitor 1,
Q9UJM8,HAO1,2-Hydroxyacid oxidase 1,
Q9UJQ4,SALL4,Sal-like protein 4,
Q9UJT9,FBXL7,F-box/LRR-repeat protein 7,
Q9UJU6,DBNL,Drebrin-like protein,
Q9UJW0,DCTN4,Dynactin subunit 4,
Q9UJX5,ANAPC4,Anaphase-promoting complex subunit 4,
Q9UJY4,GGA2,ADP-ribosylation factor-binding protein GGA2,
Q9UJY5,GGA1,ADP-ribosylation factor-binding protein GGA1,
Q9UJZ1,STOML2,Stomatin-like protein 2,
Q9UK05,GDF2,Growth/differentiation factor 2,
Q9UK23,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,
Q9UK41,VPS28,Vacuolar protein sorting-associated protein 28 homolog,
Q9UK53,ING1,Inhibitor of growth protein 1,
Q9UK58,CCNL1,Cyclin-L1,
Q9UK85,DKKL1,Dickkopf-like protein 1,
Q9UKA1,FBXL5,F-box/LRR-repeat protein 5,
Q9UKA4,AKAP11,A-kinase anchor protein 11,
Q9UKB3,DNAJC12,DnaJ homolog subfamily C member 12,
Q9UKD1,GMEB2,Glucocorticoid modulatory element-binding protein 2,
Q9UKF6,CPSF3,Cleavage and polyadenylation specificity factor subunit 3,
Q9UKI9,POU2F3,POU domain,
Q9UKJ0,PILRB,Paired immunoglobulin-like type 2 receptor beta,
Q9UKJ1,PILRA,Paired immunoglobulin-like type 2 receptor alpha,
Q9UKJ3,GPATCH8,G patch domain-containing protein 8,
Q9UKK3,PARP4,Protein mono-ADP-ribosyltransferase PARP4,
Q9UKK9,NUDT5,ADP-sugar pyrophosphatase,
Q9UKL0,RCOR1,REST corepressor 1,
Q9UKL3,CASP8AP2,CASP8-associated protein 2,
Q9UKM9,RALY,RNA-binding protein Raly,
Q9UKP3,ITGB1BP2,Integrin beta-1-binding protein 2,
Q9UKQ9,KLK9,Kallikrein-9,
Q9UKR0,KLK12,Kallikrein-12,
Q9UKR3,KLK13,Kallikrein-13,
Q9UKS6,PACSIN3,Protein kinase C and casein kinase substrate in neurons protein 3,
Q9UKS7,IKZF2,Zinc finger protein Helios,
Q9UKT4,FBXO5,F-box only protein 5,
Q9UKU9,ANGPTL2,Angiopoietin-related protein 2,
Q9UKV0,HDAC9,Histone deacetylase 9,
Q9UKV3,ACIN1,Apoptotic chromatin condensation inducer in the nucleus,
Q9UKV5,AMFR,E3 ubiquitin-protein ligase AMFR,
Q9UKW4,VAV3,Guanine nucleotide exchange factor VAV3,
Q9UKW6,ELF5,ETS-related transcription factor Elf-5,
Q9UKX3,MYH13,Myosin-13,
Q9UKX5,ITGA11,Integrin alpha-11,
Q9UKX7,NUP50,Nuclear pore complex protein Nup50,
Q9UKY0,PRND,Prion-like protein doppel,
Q9UKY7,CDV3,Protein CDV3 homolog,
Q9UKZ1,CNOT11,CCR4-NOT transcription complex subunit 11,
Q9UL15,BAG5,BAG family molecular chaperone regulator 5,
Q9UL16,CFAP45,Cilia- and flagella-associated protein 45,
Q9UL40,ZNF346,Zinc finger protein 346,
Q9UL42,PNMA2,Paraneoplastic antigen Ma2,
Q9UL46,PSME2,Proteasome activator complex subunit 2,
Q9UL68,MYT1L,Myelin transcription factor 1-like protein,
Q9ULA0,DNPEP,Aspartyl aminopeptidase,
Q9ULD2,MTUS1,Microtubule-associated tumor suppressor 1,
Q9ULD9,ZNF608,Zinc finger protein 608,
Q9ULE4,FAM184B,Protein FAM184B,
Q9ULG1,INO80,Chromatin-remodeling ATPase INO80,
Q9ULG3,CFAP92,Uncharacterized protein CFAP92,
Q9ULH4,LRFN2,Leucine-rich repeat and fibronectin type-III domain-containing protein 2,
Q9ULI3,HEG1,Protein HEG homolog 1,
Q9ULI4,KIF26A,Kinesin-like protein KIF26A,
Q9ULJ1,ODF2L,Protein BCAP,
Q9ULJ7,ANKRD50,Ankyrin repeat domain-containing protein 50,
Q9ULK2,ATXN7L1,Ataxin-7-like protein 1,
Q9ULL0,KIAA1210,Acrosomal protein KIAA1210,
Q9ULL1,PLEKHG1,Pleckstrin homology domain-containing family G member 1,
Q9ULL4,PLXNB3,Plexin-B3,
Q9ULL8,SHROOM4,Protein Shroom4,
Q9ULM0,PLEKHH1,Pleckstrin homology domain-containing family H member 1,
Q9ULR5,PAIP2B,Polyadenylate-binding protein-interacting protein 2B,
Q9ULU8,CADPS,Calcium-dependent secretion activator 1,
Q9ULV0,MYO5B,Unconventional myosin-Vb,
Q9ULW0,TPX2,Targeting protein for Xklp2,
Q9ULW2,FZD10,Frizzled-10,
Q9ULX7,CA14,Carbonic anhydrase 14,
Q9ULY5,CLEC4E,C-type lectin domain family 4 member E,
Q9UM07,PADI4,Protein-arginine deiminase type-4,
Q9UM13,ANAPC10,Anaphase-promoting complex subunit 10,
Q9UM19,HPCAL4,Hippocalcin-like protein 4,
Q9UM22,EPDR1,Mammalian ependymin-related protein 1,
Q9UM47,NOTCH3,Neurogenic locus notch homolog protein 3,
Q9UM54,MYO6,Unconventional myosin-VI,
Q9UM73,ALK,ALK tyrosine kinase receptor,
Q9UMF0,ICAM5,Intercellular adhesion molecule 5,
Q9UMR2,DDX19B,ATP-dependent RNA helicase DDX19B,
Q9UMR7,CLEC4A,C-type lectin domain family 4 member A,
Q9UMS0,NFU1,NFU1 iron-sulfur cluster scaffold homolog,
Q9UMS4,PRPF19,Pre-mRNA-processing factor 19,
Q9UMX1,SUFU,Suppressor of fused homolog,
Q9UMX5,NENF,Neudesin,
Q9UN19,DAPP1,Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide,
Q9UN42,ATP1B4,Protein ATP1B4,
Q9UN79,SOX13,Transcription factor SOX-13,
Q9UN81,L1RE1,LINE-1 retrotransposable element ORF1 protein,
Q9UNE0,EDAR,Tumor necrosis factor receptor superfamily member EDAR,
Q9UNE2,RPH3AL,Rab effector Noc2,
Q9UNK0,STX8,Syntaxin-8,
Q9UNK4,PLA2G2D,Group IID secretory phospholipase A2,
Q9UNN8,PROCR,Endothelial protein C receptor,
Q9UNP9,PPIE,Peptidyl-prolyl cis-trans isomerase E,
Q9UNT1,RABL2B,Rab-like protein 2B,
Q9UNW9,NOVA2,RNA-binding protein Nova-2,
Q9UNY4,TTF2,Transcription termination factor 2,
Q9UNZ2,NSFL1C,NSFL1 cofactor p47,
Q9UP79,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,
Q9UPA5,BSN,Protein bassoon,
Q9UPN3,MACF1,Microtubule-actin cross-linking factor 1,
Q9UPN4,CEP131,Centrosomal protein of 131 kDa,
Q9UPQ0,LIMCH1,LIM and calponin homology domains-containing protein 1,
Q9UPQ7,PDZRN3,E3 ubiquitin-protein ligase PDZRN3,
Q9UPQ9,TNRC6B,Trinucleotide repeat-containing gene 6B protein,
Q9UPR6,ZFR2,Zinc finger RNA-binding protein 2,
Q9UPT5,EXOC7,Exocyst complex component 7,
Q9UPT6,MAPK8IP3,C-Jun-amino-terminal kinase-interacting protein 3,
Q9UPU3,SORCS3,VPS10 domain-containing receptor SorCS3,
Q9UPV0,CEP164,Centrosomal protein of 164 kDa,
Q9UPV7,PHF24,PHD finger protein 24,
Q9UPV9,TRAK1,Trafficking kinesin-binding protein 1,
Q9UPW0,FOXJ3,Forkhead box protein J3,
Q9UPY6,WASF3,Actin-binding protein WASF3,
Q9UPY8,MAPRE3,Microtubule-associated protein RP/EB family member 3,
Q9UPZ3,HPS5,BLOC-2 complex member HPS5,
Q9UPZ6,THSD7A,Thrombospondin type-1 domain-containing protein 7A,
Q9UPZ9,CILK1,Serine/threonine-protein kinase ICK,
Q9UQ07,MOK,MAPK/MAK/MRK overlapping kinase,
Q9UQ16,DNM3,Dynamin-3,
Q9UQ88,CDK11A,Cyclin-dependent kinase 11A,
Q9UQB8,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,
Q9UQE7,SMC3,Structural maintenance of chromosomes protein 3,
Q9UQL6,HDAC5,Histone deacetylase 5,
Q9UQP3,TNN,Tenascin-N,
Q9UQQ2,SH2B3,SH2B adapter protein 3,
Q9UQV4,LAMP3,Lysosome-associated membrane glycoprotein 3,
Q9Y215,COLQ,Acetylcholinesterase collagenic tail peptide,
Q9Y216,MTMR7,Myotubularin-related protein 7,
Q9Y217,MTMR6,Myotubularin-related protein 6,
Q9Y223,GNE,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase,
Q9Y227,ENTPD4,Ectonucleoside triphosphate diphosphohydrolase 4,
Q9Y233,PDE10A,cAMP and cAMP-inhibited cGMP 3',
Q9Y235,APOBEC2,C->U-editing enzyme APOBEC-2,
Q9Y237,PIN4,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,
Q9Y240,CLEC11A,C-type lectin domain family 11 member A,
Q9Y243,AKT3,RAC-gamma serine/threonine-protein kinase,
Q9Y250,LZTS1,Leucine zipper putative tumor suppressor 1,
Q9Y251,HPSE,Heparanase,
Q9Y258,CCL26,C-C motif chemokine 26,
Q9Y259,CHKB,Choline/ethanolamine kinase,
Q9Y265,RUVBL1,RuvB-like 1,
Q9Y266,NUDC,Nuclear migration protein nudC,
Q9Y275,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,
Q9Y279,VSIG4,V-set and immunoglobulin domain-containing protein 4,
Q9Y285,FARSA,Phenylalanine--tRNA ligase alpha subunit,
Q9Y286,SIGLEC7,Sialic acid-binding Ig-like lectin 7,
Q9Y296,TRAPPC4,Trafficking protein particle complex subunit 4,
Q9Y2B0,CNPY2,Protein canopy homolog 2,
Q9Y2D0,CA5B,Carbonic anhydrase 5B,
Q9Y2D5,PALM2AKAP2,PALM2-AKAP2 fusion protein,
Q9Y2E4,DIP2C,Disco-interacting protein 2 homolog C,
Q9Y2E5,MAN2B2,Epididymis-specific alpha-mannosidase,
Q9Y2F9,BTBD3,BTB/POZ domain-containing protein 3,
Q9Y2G4,ANKRD6,Ankyrin repeat domain-containing protein 6,
Q9Y2H2,INPP5F,Phosphatidylinositide phosphatase SAC2,
Q9Y2H9,MAST1,Microtubule-associated serine/threonine-protein kinase 1,
Q9Y2I7,PIKFYVE,1-phosphatidylinositol 3-phosphate 5-kinase,
Q9Y2J0,RPH3A,Rabphilin-3A,
Q9Y2J2,EPB41L3,Band 4.1-like protein 3,
Q9Y2J4,AMOTL2,Angiomotin-like protein 2,
Q9Y2J8,PADI2,Protein-arginine deiminase type-2,
Q9Y2K2,SIK3,Serine/threonine-protein kinase SIK3,
Q9Y2K3,MYH15,Myosin-15,
Q9Y2K9,STXBP5L,Syntaxin-binding protein 5-like,
Q9Y2L6,FRMD4B,FERM domain-containing protein 4B,
Q9Y2L9,LRCH1,Leucine-rich repeat and calponin homology domain-containing protein 1,
Q9Y2M2,SSUH2,Protein SSUH2 homolog,
Q9Y2T7,YBX2,Y-box-binding protein 2,
Q9Y2V0,CDIN1,CDAN1-interacting nuclease 1,
Q9Y2V2,CARHSP1,Calcium-regulated heat-stable protein 1,
Q9Y2V3,RAX,Retinal homeobox protein Rx,
Q9Y2W6,TDRKH,Tudor and KH domain-containing protein,
Q9Y2W7,KCNIP3,Calsenilin,
Q9Y2X7,GIT1,ARF GTPase-activating protein GIT1,
Q9Y2Y0,ARL2BP,ADP-ribosylation factor-like protein 2-binding protein,
Q9Y2Y4,ZBTB32,Zinc finger and BTB domain-containing protein 32,
Q9Y2Y8,PRG3,Proteoglycan 3,
Q9Y2Z0,SUGT1,Protein SGT1 homolog,
Q9Y2Z9,COQ6,Ubiquinone biosynthesis monooxygenase COQ6,
Q9Y303,AMDHD2,N-acetylglucosamine-6-phosphate deacetylase,
Q9Y314,NOSIP,Nitric oxide synthase-interacting protein,
Q9Y320,TMX2,Thioredoxin-related transmembrane protein 2,
Q9Y336,SIGLEC9,Sialic acid-binding Ig-like lectin 9,
Q9Y365,STARD10,START domain-containing protein 10,
Q9Y375,NDUFAF1,Complex I intermediate-associated protein 30,
Q9Y394,DHRS7,Dehydrogenase/reductase SDR family member 7,
Q9Y3A5,SBDS,Ribosome maturation protein SBDS,
Q9Y3B8,REXO2,Oligoribonuclease,
Q9Y3B9,RRP15,RRP15-like protein,
Q9Y3C0,WASHC3,WASH complex subunit 3,
Q9Y3C4,TPRKB,EKC/KEOPS complex subunit TPRKB,
Q9Y3D3,MRPS16,Small ribosomal subunit protein bS16m,
Q9Y3D6,FIS1,Mitochondrial fission 1 protein,
Q9Y3E2,BOLA1,BolA-like protein 1,
Q9Y3L3,SH3BP1,SH3 domain-binding protein 1,
Q9Y3M2,CBY1,Protein chibby homolog 1,
Q9Y3M8,STARD13,StAR-related lipid transfer protein 13,
Q9Y3P8,SIT1,Signaling threshold-regulating transmembrane adapter 1,
Q9Y3R5,DOP1B,Protein dopey-2,
Q9Y3S2,ZNF330,Zinc finger protein 330,
Q9Y3T6,R3HCC1,R3H and coiled-coil domain-containing protein 1,
Q9Y3V2,RWDD3,RWD domain-containing protein 3,
Q9Y448,KNSTRN,Small kinetochore-associated protein,
Q9Y450,HBS1L,HBS1-like protein,
Q9Y458,TBX22,T-box transcription factor TBX22,
Q9Y473,ZNF175,Zinc finger protein 175,
Q9Y478,PRKAB1,5'-AMP-activated protein kinase subunit beta-1,
Q9Y496,KIF3A,Kinesin-like protein KIF3A,
Q9Y4B5,MTCL1,Microtubule cross-linking factor 1,
Q9Y4C0,NRXN3,Neurexin-3,
Q9Y4C1,KDM3A,Lysine-specific demethylase 3A,
Q9Y4C5,CHST2,Carbohydrate sulfotransferase 2,
Q9Y4C8,RBM19,Probable RNA-binding protein 19,
Q9Y4D1,DAAM1,Disheveled-associated activator of morphogenesis 1,
Q9Y4F4,TOGARAM1,TOG array regulator of axonemal microtubules protein 1,
Q9Y4F5,CEP170B,Centrosomal protein of 170 kDa protein B,
Q9Y4F9,RIPOR2,Rho family-interacting cell polarization regulator 2,
Q9Y4G8,RAPGEF2,Rap guanine nucleotide exchange factor 2,
Q9Y4H4,GPSM3,G-protein-signaling modulator 3,
Q9Y4I1,MYO5A,Unconventional myosin-Va,
Q9Y4I5,TESMIN,Tesmin,
Q9Y4K0,LOXL2,Lysyl oxidase homolog 2,
Q9Y4K4,MAP4K5,Mitogen-activated protein kinase kinase kinase kinase 5,
Q9Y4L1,HYOU1,Hypoxia up-regulated protein 1,
Q9Y4P9,SPEF1,Sperm flagellar protein 1,
Q9Y4R8,TELO2,Telomere length regulation protein TEL2 homolog,
Q9Y4W2,LAS1L,Ribosomal biogenesis protein LAS1L,
Q9Y4X3,CCL27,C-C motif chemokine 27,
Q9Y4X4,KLF12,Krueppel-like factor 12,
Q9Y546,LRRC42,Leucine-rich repeat-containing protein 42,
Q9Y547,IFT25,Intraflagellar transport protein 25 homolog,
Q9Y566,SHANK1,SH3 and multiple ankyrin repeat domains protein 1,
Q9Y570,PPME1,Protein phosphatase methylesterase 1,
Q9Y572,RIPK3,Receptor-interacting serine/threonine-protein kinase 3,
Q9Y575,ASB3,Ankyrin repeat and SOCS box protein 3,
Q9Y577,TRIM17,E3 ubiquitin-protein ligase TRIM17,
Q9Y592,CEP83,Centrosomal protein of 83 kDa,
Q9Y5A6,ZSCAN21,Zinc finger and SCAN domain-containing protein 21,
Q9Y5A7,NUB1,NEDD8 ultimate buster 1,
Q9Y5C1,ANGPTL3,Angiopoietin-related protein 3,
Q9Y5E8,PCDHB15,Protocadherin beta-15,
Q9Y5G1,PCDHGB3,Protocadherin gamma-B3,
Q9Y5I3,PCDHA1,Protocadherin alpha-1,
Q9Y5J5,PHLDA3,Pleckstrin homology-like domain family A member 3,
Q9Y5K2,KLK4,Kallikrein-4,
Q9Y5K6,CD2AP,CD2-associated protein,
Q9Y5K8,ATP6V1D,V-type proton ATPase subunit D,
Q9Y5L3,ENTPD2,Ectonucleoside triphosphate diphosphohydrolase 2,
Q9Y5M8,SRPRB,Signal recognition particle receptor subunit beta,
Q9Y5P4,CERT1,Ceramide transfer protein,
Q9Y5Q3,MAFB,Transcription factor MafB,
Q9Y5Q6,INSL5,Insulin-like peptide INSL5,
Q9Y5S2,CDC42BPB,Serine/threonine-protein kinase MRCK beta,
Q9Y5U2,TSSC4,U5 small nuclear ribonucleoprotein TSSC4,
Q9Y5V3,MAGED1,Melanoma-associated antigen D1,
Q9Y5W5,WIF1,Wnt inhibitory factor 1,
Q9Y5X1,SNX9,Sorting nexin-9,
Q9Y5X3,SNX5,Sorting nexin-5,
Q9Y5Y7,LYVE1,Lymphatic vessel endothelial hyaluronic acid receptor 1,
Q9Y5Z7,HCFC2,Host cell factor 2,
Q9Y623,MYH4,Myosin-4,
Q9Y624,F11R,Junctional adhesion molecule A,
Q9Y639,NPTN,Neuroplastin,
Q9Y646,CPQ,Carboxypeptidase Q,
Q9Y653,ADGRG1,Adhesion G-protein coupled receptor G1,
Q9Y662,HS3ST3B1,Heparan sulfate glucosamine 3-O-sulfotransferase 3B1,
Q9Y676,MRPS18B,Small ribosomal subunit protein mS40,
Q9Y680,FKBP7,Peptidyl-prolyl cis-trans isomerase FKBP7,
Q9Y6A4,CFAP20,Cilia- and flagella-associated protein 20,
Q9Y6A5,TACC3,Transforming acidic coiled-coil-containing protein 3,
Q9Y6B2,EID1,EP300-interacting inhibitor of differentiation 1,
Q9Y6D5,ARFGEF2,Brefeldin A-inhibited guanine nucleotide-exchange protein 2,
Q9Y6D9,MAD1L1,Mitotic spindle assembly checkpoint protein MAD1,
Q9Y6E0,STK24,Serine/threonine-protein kinase 24,
Q9Y6F1,PARP3,Protein mono-ADP-ribosyltransferase PARP3,
Q9Y6F8,CDY1,,
Q9Y6H5,SNCAIP,Synphilin-1,
Q9Y6H8,GJA3,Gap junction alpha-3 protein,
Q9Y6I3,EPN1,Epsin-1,
Q9Y6J0,CABIN1,Calcineurin-binding protein cabin-1,
Q9Y6K9,IKBKG,NF-kappa-B essential modulator,
Q9Y6M9,NDUFB9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,
Q9Y6N7,ROBO1,Roundabout homolog 1,
Q9Y6N9,USH1C,Harmonin,
Q9Y6Q2,STON1,Stonin-1,
Q9Y6Q6,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,
Q9Y6R0,NUMBL,Numb-like protein,
Q9Y6R4,MAP3K4,Mitogen-activated protein kinase kinase kinase 4,
Q9Y6T7,DGKB,Diacylglycerol kinase beta,
Q9Y6U3,SCIN,Scinderin,
Q9Y6V7,DDX49,Probable ATP-dependent RNA helicase DDX49,
Q9Y6X0,SETBP1,SET-binding protein,
Q9Y6X8,ZHX2,Zinc fingers and homeoboxes protein 2,
Q9Y6X9,MORC2,ATPase MORC2,
Q9Y6Y9,LY96,Lymphocyte antigen 96,
Q29980_Q29983,MICB_MICA,MHC class I polypeptide-related sequence A_MHC class I polypeptide-related sequence B,
P21217_Q11128,FUT3_FUT5,3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3_4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT5,
P29459_P29460,IL12A_IL12B,Interleukin-12,
Q14213_Q8NEV9,EBI3_IL27,Interleukin-27,
Q8IXS6,PALM2,Paralemmin-2,
NT-proBNP,NT-proBNP,N-terminal prohormone of brain natriuretic peptide,
A6NEF3_A6NEM1_A6NI86,GOLGA6L4_GOLGA6L9_GOLGA6L10,Putative golgin subfamily A member 6-like protein 3,
A6NJZ7_Q9UFD9,RIMBP3C_RIMBP3,RIMS-binding protein 3A/C,
Q5VTM2_Q96P64,AGAP9_AGAP4,Arf-GAP with GTPase,
